unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
UNIDAD DE COORDINACIÓN DE REGIONES,Ministerio de Salud,"Dirección Provincial de Regiones, Atención y Cuidado del/de la Afiliado/a",Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,http://www.ioma.gba.gob.ar/,GIORGETTA,Daniela Eleonora,Femenino,Decreto 125/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/125/414426,01/01/2024
DIRECCIÓN DE AFILIACIONES ,Ministerio de Salud,"Dirección Provincial de Regiones, Atención y Cuidado del/de la Afiliado/a",Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,"",,,,,,
"DIRECCIÓN DE PROMOCIÓN, ATENCIÓN Y PREVENCIÓN EN SALUD",Ministerio de Salud,"Dirección Provincial de Regiones, Atención y Cuidado del/de la Afiliado/a",Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,http://www.ioma.gba.gob.ar/,,,,,,
DIRECCIÓN DE SEGURIDAD INFORMÁTICA E INFRAESTRUCTURA TECNOLÓGICA ,Ministerio de Salud,"DIRECCIÓN PROVINCIAL DE TECNOLOGÍA, ANÁLISIS DE DATOS E INNOVACIÓN",Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,http://www.ioma.gba.gob.ar,ORELLANO,Sergio Raúl,Masculino,Decreto 250/2022,https://normas.gba.gob.ar/documentos/0Z6NqNhq.pdf,01/10/2022
"DIRECCIÓN DE SISTEMAS, DESARROLLO E INNOVACIÓN",Ministerio de Salud,"DIRECCIÓN PROVINCIAL DE TECNOLOGÍA, ANÁLISIS DE DATOS E INNOVACIÓN",Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,http://www.ioma.gba.gob.ar/,BEAMURGUIA,Joaquín,Masculino,Decreto 269/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/269/346006,12/09/2022
DIRECCIÓN DE GESTIÓN DE LA INFORMACIÓN E IMPLEMENTACIÓN,Ministerio de Salud,"DIRECCIÓN PROVINCIAL DE TECNOLOGÍA, ANÁLISIS DE DATOS E INNOVACIÓN",Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,http://www.ioma.gba.gob.ar,LAMBERT,Gabriela Edith,Femenino,Decreto 269/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/269/346006,12/09/2022
"DIRECCIÓN DE DICTÁMENES, CONTRATOS E INVESTIGACIONES",Ministerio de Salud,DIRECCIÓN PROVINCIAL DE RELACIONES INSTITUCIONALES Y JURÍDICAS ,Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,http://www.ioma.gba.gob.ar/,DOMINGUEZ FONTAN,Natalia Soledad,Femenino,Decreto 269/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/269/346006,12/09/2022
DIRECCIÓN DE ASUNTOS JUDICIALES,Ministerio de Salud,DIRECCIÓN PROVINCIAL DE RELACIONES INSTITUCIONALES Y JURÍDICAS ,Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,http://www.ioma.gba.gob.ar,SARACHU,Ezequiel,Masculino,Decreto 12/2023,https://normas.gba.gob.ar/documentos/ByGm45fl.pdf,06/10/2022
"DIRECCIÓN DE ENLACE CON EL DIRECTORIO, REGISTRO DIGITAL Y ARCHIVO ",Ministerio de Salud,DIRECCIÓN PROVINCIAL DE RELACIONES INSTITUCIONALES Y JURÍDICAS ,Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,http://www.ioma.gba.gob.ar,CARNEVALE,Patricia Olga,Femenino,Decreto 269/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/269/346006,12/09/2022
DIRECCIÓN DE EFECTORES DE GESTIÓN Y PRESTACIÓN DIRECTA DE PRIMER NIVEL,Ministerio de Salud,DIRECCIÓN PROVINCIAL DE PLANIFICACIÓN PRESTACIONAL Y GESTIÓN DIRECTA ,Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,"",_____,_,Masculino,,,
DIRECCIÓN DE EFECTORES DE GESTIÓN Y PRESTACION DIRECTA DE SEGUNDO Y TERCER NIVEL,Ministerio de Salud,DIRECCIÓN PROVINCIAL DE PLANIFICACIÓN PRESTACIONAL Y GESTIÓN DIRECTA ,Decreto 1232/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/1232/316721,26/09/2022,"",GINZBERG,Hugo Roberto,Masculino,Decreto 12/2023,https://normas.gba.gob.ar/documentos/ByGm45fl.pdf,01/11/2022
